,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,
"gene_id ""PDENDC454_05516""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_05516""; ",123.5653381,-2.443509831,0.492160963,-4.964859094,6.88E-07,2.88E-05,20down
"gene_id ""PDENDC454_05766""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_05766""; ",58.91666001,-1.065959708,0.313147439,-3.404018602,0.000664022,0.00891214,20down
"gene_id ""PDENDC454_04566""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_04566""; ",151.6108609,-1.895257824,0.547232274,-3.463351697,0.000533491,0.007466525,20down
"gene_id ""PDENDC454_04856""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_04856""; ",1157.076045,-1.314921891,0.288155355,-4.563239472,5.04E-06,0.00015403,20down
"gene_id ""PDENDC454_04861""; transcript_id """"; gbkey ""Gene""; gene ""hutP""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_04861""; ",372.3831662,-1.232782723,0.325817312,-3.783662428,0.000154537,0.002726952,20down
"gene_id ""PDENDC454_04866""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_04866""; ",1410.520537,-1.159654635,0.254100637,-4.563761221,5.02E-06,0.00015403,20down
"gene_id ""PDENDC454_04871""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_04871""; ",1015.369475,-1.066419377,0.231918425,-4.598252058,4.26E-06,0.000134883,20down
"gene_id ""PDENDC454_05251""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_05251""; ",51.29068551,-1.432690724,0.462811513,-3.095624641,0.001963988,0.02174935,20down
"gene_id ""PDENDC454_03969""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_03969""; ",3869.247212,-1.199653172,0.288915617,-4.152261427,3.29E-05,0.000741333,20down
"gene_id ""PDENDC454_03974""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_03974""; ",1776.355251,-1.218403603,0.318640403,-3.823757413,0.000131433,0.002365798,20down
"gene_id ""PDENDC454_03979""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_03979""; ",2118.629211,-1.214728204,0.333084808,-3.646903654,0.000265419,0.004176863,20down
"gene_id ""PDENDC454_03984""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_03984""; ",532.2819784,-1.050476877,0.370816254,-2.832877105,0.004613112,0.043405188,20down
"gene_id ""PDENDC454_03989""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_03989""; ",559.4899621,-1.003429901,0.342190923,-2.93236855,0.003363873,0.034094847,20down
"gene_id ""PDENDC454_03999""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_03999""; ",26879.44573,-1.455120638,0.343614347,-4.234749361,2.29E-05,0.000537746,20down
"gene_id ""PDENDC454_04004""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_04004""; ",7946.911413,-1.415038026,0.326074575,-4.339614725,1.43E-05,0.000365804,20down
"gene_id ""PDENDC454_04009""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_04009""; ",11601.09523,-1.42573628,0.33214032,-4.292572128,1.77E-05,0.000432065,20down
"gene_id ""PDENDC454_04014""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_04014""; ",24288.43204,-1.580627135,0.338157135,-4.674238608,2.95E-06,9.92E-05,20down
"gene_id ""PDENDC454_04019""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_04019""; ",21101.82275,-1.60745979,0.325700697,-4.935389465,8.00E-07,3.19E-05,20down
"gene_id ""PDENDC454_03335""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_03335""; ",400.3488735,-3.083816065,0.842074056,-3.662167293,0.00025009,0.003994026,20down
"gene_id ""PDENDC454_03340""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_03340""; ",318.9676666,-1.500207791,0.493718277,-3.038590755,0.002376875,0.02543209,20down
"gene_id ""PDENDC454_03345""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_03345""; ",72.03769286,-3.988584698,1.094408749,-3.644510975,0.000267901,0.00420362,20down
"gene_id ""PDENDC454_03490""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_03490""; ",1012.587462,-1.375290351,0.339918427,-4.045942327,5.21E-05,0.001091333,20down
"gene_id ""PDENDC454_02710""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_02710""; ",147.6355865,-1.63063811,0.42877002,-3.803059996,0.00014292,0.002547,20down
"gene_id ""PDENDC454_02845""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_02845""; ",5092.931771,-1.169424367,0.351710032,-3.324967328,0.000884289,0.011468056,20down
"gene_id ""PDENDC454_02855""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_02855""; ",84.18077126,-1.394318974,0.447826747,-3.11352322,0.00184868,0.020813709,20down
"gene_id ""PDENDC454_02860""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_02860""; ",224.1147183,-1.332425293,0.42834825,-3.1106122,0.001867,0.020890211,20down
"gene_id ""PDENDC454_02865""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_02865""; ",133.9013794,-2.174612546,0.429826029,-5.059285387,4.21E-07,1.94E-05,20down
"gene_id ""PDENDC454_02880""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_02880""; ",456.0434763,-1.495517677,0.281742197,-5.308106817,1.11E-07,6.08E-06,20down
"gene_id ""PDENDC454_02885""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_02885""; ",299.716976,-1.125587376,0.22705413,-4.957352577,7.15E-07,2.91E-05,20down
"gene_id ""PDENDC454_02935""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_02935""; ",251.7649818,-1.258371246,0.329213505,-3.822356094,0.000132183,0.002371356,20down
"gene_id ""PDENDC454_02940""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_02940""; ",1628.943117,-1.191945601,0.299761834,-3.976308745,7.00E-05,0.001359941,20down
"gene_id ""PDENDC454_02945""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_02945""; ",897.3962674,-1.068762353,0.315932477,-3.3828822,0.000717294,0.009555633,20down
"gene_id ""PDENDC454_02950""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_02950""; ",859.2543835,-1.628334995,0.329330744,-4.944375909,7.64E-07,3.07E-05,20down
"gene_id ""PDENDC454_02955""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_02955""; ",870.1463141,-1.507972894,0.321366675,-4.692374823,2.70E-06,9.26E-05,20down
"gene_id ""PDENDC454_02960""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_02960""; ",4767.174347,-1.326323838,0.218110782,-6.080964108,1.19E-09,1.26E-07,20down
"gene_id ""PDENDC454_03040""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_03040""; ",2293.049555,-1.375071223,0.230142541,-5.974867643,2.30E-09,2.17E-07,20down
"gene_id ""PDENDC454_03045""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_03045""; ",316.6208369,-1.037497272,0.248888186,-4.168527598,3.07E-05,0.000702119,20down
"gene_id ""PDENDC454_02455""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_02455""; ",79.68192802,-1.063033496,0.349663304,-3.040163158,0.0023645,0.025399937,20down
"gene_id ""PDENDC454_02460""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_02460""; ",234.9265714,-1.131096587,0.290383868,-3.895177079,9.81E-05,0.001827403,20down
"gene_id ""PDENDC454_02470""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_02470""; ",366.0822171,-1.055638037,0.350519897,-3.01163513,0.002598447,0.027407049,20down
"gene_id ""PDENDC454_02475""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_02475""; ",206.1855359,-1.770897078,0.298939795,-5.923925502,3.14E-09,2.81E-07,20down
"gene_id ""PDENDC454_02480""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_02480""; ",74.27168952,-1.669506556,0.412181014,-4.050420812,5.11E-05,0.001079051,20down
"gene_id ""PDENDC454_02485""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_02485""; ",93.01846972,-2.451283292,0.470520515,-5.209726709,1.89E-07,9.34E-06,20down
"gene_id ""PDENDC454_01605""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_01605""; ",10176.83424,-1.130605623,0.252486117,-4.477892233,7.54E-06,0.000214664,20down
"gene_id ""PDENDC454_01610""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_01610""; ",4757.295158,-1.152533708,0.280871514,-4.103419713,4.07E-05,0.000901624,20down
"gene_id ""PDENDC454_01615""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_01615""; ",8446.271647,-1.09040986,0.267353639,-4.078530086,4.53E-05,0.000980679,20down
"gene_id ""PDENDC454_01620""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_01620""; ",12406.386,-1.182744244,0.260883556,-4.533609797,5.80E-06,0.000172415,20down
"gene_id ""PDENDC454_01625""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_01625""; ",5621.314914,-1.296597965,0.266973078,-4.856661855,1.19E-06,4.59E-05,20down
"gene_id ""PDENDC454_01685""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_01685""; ",1325.963431,-3.105741652,0.387528251,-8.014232874,1.11E-15,3.98E-13,20down
"gene_id ""PDENDC454_01690""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_01690""; ",150.1868431,-1.335435402,0.357761979,-3.732748252,0.000189402,0.003205537,20down
"gene_id ""PDENDC454_01695""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_01695""; ",112.78116,-1.864870233,0.404782353,-4.607093708,4.08E-06,0.000130039,20down
"gene_id ""PDENDC454_01305""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_01305""; ",1485.884257,-1.018973059,0.320381472,-3.180499338,0.001470215,0.01746732,20down
"gene_id ""PDENDC454_01560""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_01560""; ",100.6303137,-2.661839448,0.631319226,-4.216312978,2.48E-05,0.000578574,20down
"gene_id ""PDENDC454_01565""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_01565""; ",1984.049679,-1.587882301,0.394714951,-4.022858264,5.75E-05,0.001172136,20down
"gene_id ""PDENDC454_00085""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_00085""; ",17.17786163,-2.868940133,0.718155546,-3.994872909,6.47E-05,0.001271825,20down
"gene_id ""PDENDC454_00090""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_00090""; ",55.83681589,-1.476047597,0.482472807,-3.059338422,0.002218264,0.024069954,20down
"gene_id ""PDENDC454_00095""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_00095""; ",243.496946,-1.070948927,0.278016747,-3.852102215,0.000117108,0.002143796,20down
"gene_id ""PDENDC454_00295""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_00295""; ",1454.117193,-1.718167829,0.346336474,-4.960978575,7.01E-07,2.88E-05,20down
"gene_id ""PDENDC454_00300""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_00300""; ",568.7238412,-1.895703314,0.428621398,-4.422792055,9.74E-06,0.000263511,20down
"gene_id ""PDENDC454_00500""; transcript_id """"; gbkey ""Gene""; gene ""prpD""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_00500""; ",146.3390872,-1.724262934,0.38384715,-4.492056111,7.05E-06,0.000203016,20down
"gene_id ""PDENDC454_00505""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_00505""; ",84.74850639,-2.065154753,0.414547793,-4.981704856,6.30E-07,2.71E-05,20down
"gene_id ""PDENDC454_00510""; transcript_id """"; gbkey ""Gene""; gene ""prpB""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_00510""; ",56.64224931,-2.007564643,0.555721239,-3.612538987,0.000303214,0.004689354,20down
"gene_id ""PDENDC454_00825""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_00825""; ",438.5419956,-1.645645575,0.274405973,-5.997120095,2.01E-09,1.97E-07,20down
"gene_id ""PDENDC454_00830""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_00830""; ",860.668232,-1.573868727,0.237656401,-6.62245459,3.53E-11,5.00E-09,20down
"gene_id ""PDENDC454_27723""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_27723""; ",45.2141287,2.168634824,0.660905052,3.281310708,0.001033259,0.025048455,44up
"gene_id ""PDENDC454_26763""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_26763""; ",182.9664795,1.11045485,0.34600387,3.209371184,0.001330256,0.029804782,44up
"gene_id ""PDENDC454_26748""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_26748""; partial ""true""; ",1498.965786,1.646071851,0.431139883,3.817953099,0.000134563,0.005136317,44up
"gene_id ""PDENDC454_26393""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_26393""; ",12347.09839,2.793819644,0.474024016,5.893835644,3.77E-09,1.07E-06,44up
"gene_id ""PDENDC454_26518""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_26518""; ",4078.143333,1.02766229,0.214953583,4.780856764,1.75E-06,0.000164812,44up
"gene_id ""PDENDC454_r25833""; transcript_id """"; gbkey ""Gene""; gene_biotype ""rRNA""; locus_tag ""PDENDC454_r25833""; ",1744961.014,1.277886385,0.395709687,3.229353306,0.001240705,0.028583808,44up
"gene_id ""PDENDC454_25681""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_25681""; ",134.5813847,1.186924395,0.383908606,3.091684784,0.001990241,0.037997042,44up
"gene_id ""PDENDC454_25721""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_25721""; ",62.22454559,2.372861799,0.521359692,4.551295077,5.33E-06,0.000393055,44up
"gene_id ""PDENDC454_25801""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_25801""; ",84.92252524,1.560618904,0.459018773,3.399902127,0.0006741,0.018140025,44up
"gene_id ""PDENDC454_25451""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_25451""; partial ""true""; ",2562.060825,1.290387528,0.3871,3.333473339,0.000857689,0.021716983,44up
"gene_id ""PDENDC454_25441""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_25441""; partial ""true""; ",2670.07848,1.406666714,0.463312909,3.036105158,0.002396558,0.044172169,44up
"gene_id ""PDENDC454_24849""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_24849""; ",570.4433562,1.19657444,0.328750514,3.639764472,0.000272888,0.008901095,44up
"gene_id ""PDENDC454_24859""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_24859""; partial ""true""; ",2681.654952,1.372863788,0.386295311,3.553922993,0.00037953,0.011540295,44up
"gene_id ""PDENDC454_24615""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_24615""; ",7548.268501,1.40682013,0.357774456,3.932142462,8.42E-05,0.003577611,44up
"gene_id ""PDENDC454_24388""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_24388""; ",770.8094486,1.190087478,0.369668852,3.219333931,0.001284888,0.029178334,44up
"gene_id ""PDENDC454_24268""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_24268""; ",214.7094979,2.829248705,0.869958987,3.252163319,0.001145302,0.026800065,44up
"gene_id ""PDENDC454_23466""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_23466""; ",536.6847253,1.296017379,0.278427061,4.654782379,3.24E-06,0.00026854,44up
"gene_id ""PDENDC454_23476""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_23476""; ",1176.564044,1.179614462,0.333219557,3.54005171,0.000400049,0.012028278,44up
"gene_id ""PDENDC454_23429""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_23429""; ",1413.801621,1.331596008,0.255758745,5.206453486,1.92E-07,2.80E-05,44up
"gene_id ""PDENDC454_23344""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_23344""; ",400.9628846,1.415873415,0.407046985,3.478402906,0.000504411,0.014447747,44up
"gene_id ""PDENDC454_23349""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_23349""; ",924.7844421,1.319805228,0.360227477,3.663810548,0.000248491,0.008358603,44up
"gene_id ""PDENDC454_23374""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_23374""; ",1100.899256,1.381581006,0.457603464,3.019166407,0.002534713,0.045932066,44up
"gene_id ""PDENDC454_23379""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_23379""; partial ""true""; ",2486.604586,1.372163256,0.431114366,3.182828881,0.001458438,0.031231816,44up
"gene_id ""PDENDC454_22584""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_22584""; ",1016.560792,2.793745109,0.586031531,4.767226608,1.87E-06,0.000173318,44up
"gene_id ""PDENDC454_22034""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_22034""; ",1293.943177,1.642438683,0.514756356,3.190710838,0.001419232,0.030721838,44up
"gene_id ""PDENDC454_21749""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_21749""; ",11.05392122,5.831402756,1.754239162,3.324177731,0.000886797,0.02202336,44up
"gene_id ""PDENDC454_21634""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_21634""; ",2890.142982,1.086747513,0.350591509,3.09975423,0.001936813,0.03760022,44up
"gene_id ""PDENDC454_21639""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_21639""; ",1208.974666,1.521259236,0.48965391,3.10680504,0.001891211,0.03687861,44up
"gene_id ""PDENDC454_21644""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_21644""; ",549.7583945,1.647972121,0.427951935,3.850834601,0.000117716,0.004559736,44up
"gene_id ""PDENDC454_20977""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_20977""; ",1116.497749,2.699649025,0.531223898,5.081941969,3.74E-07,4.68E-05,44up
"gene_id ""PDENDC454_20542""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_20542""; ",4262.651743,1.737111455,0.379540834,4.576876315,4.72E-06,0.000362878,44up
"gene_id ""PDENDC454_20105""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_20105""; ",8044.132173,1.305125231,0.43755562,2.982764183,0.00285658,0.049434448,44up
"gene_id ""PDENDC454_19443""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_19443""; ",123.2226397,3.270150606,0.69556643,4.701420976,2.58E-06,0.000224271,44up
"gene_id ""PDENDC454_19508""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_19508""; ",895.1451134,1.986674263,0.64158195,3.096524557,0.001958036,0.037636257,44up
"gene_id ""PDENDC454_19528""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_19528""; ",328.5576774,1.808652116,0.603956913,2.994670772,0.002747412,0.048008351,44up
"gene_id ""PDENDC454_19548""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_19548""; ",554.4550832,2.790735908,0.659940425,4.228769449,2.35E-05,0.001317317,44up
"gene_id ""PDENDC454_19553""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_19553""; ",774.2695211,2.706668711,0.653604958,4.141138583,3.46E-05,0.001805771,44up
"gene_id ""PDENDC454_19558""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_19558""; ",445.074873,2.464595776,0.710734315,3.467675228,0.000524981,0.014949469,44up
"gene_id ""PDENDC454_19563""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_19563""; ",508.728598,3.416889133,1.103450549,3.096549399,0.001957872,0.037636257,44up
"gene_id ""PDENDC454_19568""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_19568""; ",595.3831991,3.063741829,1.017581731,3.010806636,0.002605547,0.046447153,44up
"gene_id ""PDENDC454_19588""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_19588""; ",415.1852841,2.765209725,0.662878543,4.171517924,3.03E-05,0.001633527,44up
"gene_id ""PDENDC454_19603""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_19603""; ",683.1114978,2.28509182,0.630922618,3.621825806,0.000292531,0.009371442,44up
"gene_id ""PDENDC454_19608""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_19608""; ",1075.134365,2.517648082,0.631910642,3.984183702,6.77E-05,0.003114774,44up
"gene_id ""PDENDC454_19613""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_19613""; ",542.0657399,2.194862876,0.668977564,3.280921502,0.001034685,0.025048455,44up
"gene_id ""PDENDC454_19618""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_19618""; ",1172.261464,3.087698856,0.581257631,5.312100338,1.08E-07,1.94E-05,44up
"gene_id ""PDENDC454_19628""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_19628""; ",611.368255,2.055369752,0.522274137,3.935423197,8.31E-05,0.003577611,44up
"gene_id ""PDENDC454_19668""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_19668""; ",75.91889176,1.431639094,0.448530449,3.19184371,0.001413678,0.030721838,44up
"gene_id ""PDENDC454_18123""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_18123""; ",282.3305923,2.191856118,0.623214297,3.517018349,0.000436424,0.012976972,44up
"gene_id ""PDENDC454_17963""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_17963""; ",4745.848272,1.151535595,0.376596574,3.057743151,0.002230106,0.042113798,44up
"gene_id ""PDENDC454_17808""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_17808""; ",748.9112758,1.747593733,0.446481963,3.914141841,9.07E-05,0.003727396,44up
"gene_id ""PDENDC454_17813""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_17813""; ",774.2725238,1.976706107,0.568302952,3.478261198,0.000504678,0.014447747,44up
"gene_id ""PDENDC454_17268""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_17268""; ",33.55510573,4.462333335,1.481316913,3.01240963,0.002591826,0.046447153,44up
"gene_id ""PDENDC454_16983""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_16983""; ",3191.945158,2.342053152,0.404559198,5.789148203,7.07E-09,1.81E-06,44up
"gene_id ""PDENDC454_16538""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_16538""; ",1484.649872,1.197112305,0.323135736,3.704673205,0.000211663,0.007397225,44up
"gene_id ""PDENDC454_16263""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_16263""; ",2265.036411,3.145104075,0.520119706,6.046885052,1.48E-09,4.93E-07,44up
"gene_id ""PDENDC454_16268""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_16268""; ",1857.523374,3.242236678,0.520239655,6.23219827,4.60E-10,2.25E-07,44up
"gene_id ""PDENDC454_16273""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_16273""; ",663.859434,3.190804389,0.463396013,6.885696675,5.75E-12,6.19E-09,44up
"gene_id ""PDENDC454_16278""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_16278""; ",671.8120896,3.192639097,0.588757208,5.422675175,5.87E-08,1.21E-05,44up
"gene_id ""PDENDC454_16283""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_16283""; ",2291.957068,2.586888356,0.50765343,5.095776373,3.47E-07,4.45E-05,44up
