GeneID,20XA,20XB,20XD,20VB,20VC,20VD,44XC,44XD,44XE,44VA,44VC,44VE
"gene_id ""PDENDC454_07730""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_07730""; ",108,62,80,88,83,53,62,54,85,66,12,78
"gene_id ""PDENDC454_07735""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_07735""; ",1302,1407,947,968,1608,1078,656,645,646,526,521,571
"gene_id ""PDENDC454_07740""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_07740""; ",3789,3543,2807,2550,4481,2789,1829,2089,2188,1699,1776,1568
"gene_id ""PDENDC454_07745""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_07745""; ",3416,3537,2571,2674,5664,3148,1580,1641,2233,1753,1320,1404
"gene_id ""PDENDC454_07750""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_07750""; ",5562,5821,7111,4360,6683,4643,7316,7746,9518,7217,8359,8745
"gene_id ""PDENDC454_07755""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_07755""; ",1,8,5,2,5,1,113,65,157,51,27,47
"gene_id ""PDENDC454_07760""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_07760""; ",46,52,44,29,67,20,19,33,48,52,19,23
"gene_id ""PDENDC454_07765""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_07765""; ",67,80,37,52,135,45,39,46,56,34,40,63
"gene_id ""PDENDC454_07770""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_07770""; ",193,207,193,178,331,198,127,168,182,126,86,173
"gene_id ""PDENDC454_07775""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_07775""; ",60,98,120,83,142,105,42,17,70,91,49,52
"gene_id ""PDENDC454_07780""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_07780""; ",1344,1308,1182,1159,2494,1403,484,581,869,539,515,437
"gene_id ""PDENDC454_07785""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_07785""; ",64,90,71,80,162,98,20,58,66,35,13,18
"gene_id ""PDENDC454_07790""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_07790""; ",1147,1447,937,975,1844,930,716,748,696,541,622,707
"gene_id ""PDENDC454_07795""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_07795""; ",2385,3153,2156,2146,3682,2239,1391,1403,1277,1052,1079,1328
"gene_id ""PDENDC454_07800""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_07800""; ",63,85,87,74,138,98,50,59,71,58,46,67
"gene_id ""PDENDC454_07805""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_07805""; ",4589,5570,4249,3994,6946,4786,2448,2209,3168,2715,1931,1856
"gene_id ""PDENDC454_07810""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_07810""; ",25,32,36,29,44,22,106,99,91,63,47,75
"gene_id ""PDENDC454_07815""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_07815""; ",9,3,12,4,9,10,67,67,64,29,18,39
"gene_id ""PDENDC454_07820""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_07820""; ",11,3,17,7,7,0,110,86,168,28,46,62
"gene_id ""PDENDC454_07825""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_07825""; ",15,29,15,22,27,13,66,30,26,21,13,25
"gene_id ""PDENDC454_07830""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_07830""; ",17,33,15,26,36,19,40,26,20,35,5,38
"gene_id ""PDENDC454_07835""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_07835""; ",30,65,32,49,115,45,33,26,24,35,19,51
"gene_id ""PDENDC454_07840""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_07840""; ",34,76,65,49,89,44,79,58,45,56,21,99
"gene_id ""PDENDC454_07845""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_07845""; ",33,36,33,25,40,14,32,17,11,40,0,40
"gene_id ""PDENDC454_07850""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_07850""; ",28,51,9,36,50,50,23,33,32,10,18,42
"gene_id ""PDENDC454_07855""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_07855""; ",23,62,8,31,79,28,20,29,34,23,9,35
"gene_id ""PDENDC454_07860""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_07860""; ",24,25,34,24,54,7,49,8,22,52,1,39
"gene_id ""PDENDC454_07160""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_07160""; ",1329,1339,1140,660,1346,973,661,740,1026,624,578,699
"gene_id ""PDENDC454_07165""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_07165""; ",5,6,1,5,25,1,6,7,18,18,11,8
"gene_id ""PDENDC454_07170""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_07170""; ",36,63,62,40,144,61,47,56,47,39,32,88
"gene_id ""PDENDC454_07175""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_07175""; ",39,59,50,44,89,45,56,41,46,55,34,68
"gene_id ""PDENDC454_07180""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_07180""; ",68,90,67,100,149,47,115,60,54,55,57,84
"gene_id ""PDENDC454_07185""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_07185""; ",26,14,38,20,52,34,17,18,27,21,33,23
"gene_id ""PDENDC454_07190""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_07190""; ",53,53,61,88,177,75,31,45,93,58,82,51
"gene_id ""PDENDC454_07195""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_07195""; ",196,167,248,269,517,383,109,142,121,147,198,224
"gene_id ""PDENDC454_07200""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_07200""; ",37,69,51,57,88,19,58,40,36,17,15,35
"gene_id ""PDENDC454_07205""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_07205""; ",51,64,37,34,47,26,25,39,38,25,24,33
"gene_id ""PDENDC454_07210""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_07210""; ",145,207,117,125,238,121,130,136,99,75,66,131
"gene_id ""PDENDC454_07215""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_07215""; ",255,278,209,242,389,229,232,154,133,124,142,225
"gene_id ""PDENDC454_07220""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_07220""; ",1469,1953,1381,1341,2331,1469,907,1046,878,654,695,819
"gene_id ""PDENDC454_07225""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_07225""; ",1827,1328,1849,830,1632,989,1359,1365,2685,1499,1054,749
"gene_id ""PDENDC454_07230""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_07230""; ",903,907,895,672,1710,854,499,344,629,481,407,343
"gene_id ""PDENDC454_07235""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_07235""; ",2212,2090,1879,2088,4316,2079,1231,970,1807,1258,1085,1020
"gene_id ""PDENDC454_07240""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_07240""; ",382,382,332,210,370,294,127,155,211,189,104,122
"gene_id ""PDENDC454_07245""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_07245""; ",420,474,388,374,673,420,175,211,262,185,201,240
"gene_id ""PDENDC454_07250""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_07250""; ",3224,3351,4076,876,1139,997,2869,3522,2940,3015,3152,4265
"gene_id ""PDENDC454_07255""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_07255""; ",127,89,149,37,68,46,39,135,215,100,67,54
"gene_id ""PDENDC454_07260""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_07260""; ",284,217,187,147,285,176,148,151,142,183,179,145
"gene_id ""PDENDC454_07265""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_07265""; ",723,738,694,429,942,592,556,564,493,397,388,508
"gene_id ""PDENDC454_07270""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_07270""; ",749,328,329,122,297,220,799,602,1307,922,163,248
"gene_id ""PDENDC454_07275""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_07275""; ",1792,793,814,424,750,760,1438,1407,3415,2103,517,594
"gene_id ""PDENDC454_07280""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_07280""; ",1210,868,976,739,1234,912,728,593,1365,1127,316,269
"gene_id ""PDENDC454_07285""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_07285""; ",1236,1480,1004,1076,1413,1016,734,735,719,583,543,1035
"gene_id ""PDENDC454_07290""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_07290""; ",6509,10855,8505,13486,28400,14772,3830,3240,3093,2112,2552,3658
"gene_id ""PDENDC454_07295""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_07295""; ",1154,2134,1422,3252,6423,3211,688,586,596,358,523,707
"gene_id ""PDENDC454_07300""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_07300""; ",3568,5686,3561,8549,17241,8115,1700,1455,1504,1089,952,1787
"gene_id ""PDENDC454_07305""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_07305""; ",78,63,104,64,80,52,43,57,53,46,45,37
"gene_id ""PDENDC454_07310""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_07310""; ",2400,2320,1853,2579,5858,3662,996,782,1547,1147,974,622
"gene_id ""PDENDC454_07315""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_07315""; ",35512,47172,42592,110538,241865,153862,13922,12121,19352,15584,26475,21045
"gene_id ""PDENDC454_07320""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_07320""; ",56347,70063,68586,111743,263542,158046,23365,23241,52714,31326,45695,20911
"gene_id ""PDENDC454_07325""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_07325""; ",12640,23655,16691,33574,63701,42031,6615,6536,9286,7555,8542,5691
"gene_id ""PDENDC454_07330""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_07330""; ",225,157,120,79,174,124,63,96,72,68,70,77
"gene_id ""PDENDC454_07335""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_07335""; ",231,296,254,129,196,125,163,124,144,139,95,217
"gene_id ""PDENDC454_07340""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_07340""; ",88,110,220,51,76,44,42,77,91,58,86,83
"gene_id ""PDENDC454_07345""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_07345""; ",90,113,185,46,98,32,73,36,59,47,20,61
"gene_id ""PDENDC454_07350""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_07350""; ",374,491,505,242,261,206,156,156,163,102,135,227
"gene_id ""PDENDC454_07355""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_07355""; ",81,126,68,50,148,67,56,53,100,72,37,31
"gene_id ""PDENDC454_07360""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_07360""; ",12200,14948,12417,9188,14776,11755,21060,14453,19825,22019,11025,12856
"gene_id ""PDENDC454_07365""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_07365""; ",143,165,115,107,285,165,251,92,141,102,103,84
"gene_id ""PDENDC454_07370""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_07370""; ",191,247,302,200,415,263,218,311,277,189,181,278
"gene_id ""PDENDC454_07375""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_07375""; ",790,961,955,658,1243,836,593,518,692,486,434,480
"gene_id ""PDENDC454_07380""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_07380""; ",2281,2321,1939,1336,2228,1380,1032,1093,1087,670,1092,1342
"gene_id ""PDENDC454_07385""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_07385""; ",17,37,11,24,27,27,17,17,13,29,9,20
"gene_id ""PDENDC454_07390""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_07390""; ",153,101,94,48,154,59,125,73,82,107,69,114
"gene_id ""PDENDC454_07395""; transcript_id """"; gbkey ""Gene""; gene ""tnaA""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_07395""; ",2670,2310,3371,1282,2005,1413,2902,4489,3107,2505,4331,3665
"gene_id ""PDENDC454_07400""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_07400""; ",2084,2016,2406,1058,1554,1383,1678,2130,2061,1313,1775,1829
"gene_id ""PDENDC454_07405""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_07405""; ",1108,1133,1198,529,828,880,542,550,574,427,426,523
"gene_id ""PDENDC454_07410""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_07410""; ",43,33,46,4,26,15,5,6,28,14,7,6
"gene_id ""PDENDC454_07415""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_07415""; ",1112,971,1028,630,1100,911,744,744,1153,770,528,583
"gene_id ""PDENDC454_07420""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_07420""; ",3473,4077,3730,2063,3084,3006,1890,2157,2446,1860,2226,2177
"gene_id ""PDENDC454_07425""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_07425""; ",1933,2038,2368,1134,1724,1602,1181,1362,1619,1107,1249,1485
"gene_id ""PDENDC454_07430""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_07430""; ",1024,1183,1099,605,832,908,846,857,999,755,673,1065
"gene_id ""PDENDC454_07435""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_07435""; ",329,434,435,182,263,274,180,269,208,190,144,228
"gene_id ""PDENDC454_07440""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_07440""; ",812,1021,960,500,761,677,439,485,625,409,485,537
"gene_id ""PDENDC454_07445""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_07445""; ",4767,5278,5531,2932,4414,4606,3116,3325,3497,2965,3592,4158
"gene_id ""PDENDC454_07450""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_07450""; ",90,84,137,47,52,118,53,59,43,42,38,83
"gene_id ""PDENDC454_07455""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_07455""; ",256,246,259,90,172,242,67,74,114,81,63,119
"gene_id ""PDENDC454_07460""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_07460""; ",113,134,128,58,109,66,55,50,77,66,59,78
"gene_id ""PDENDC454_07465""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_07465""; ",90,97,156,23,73,71,60,82,61,29,54,81
"gene_id ""PDENDC454_07470""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_07470""; ",65,39,58,15,31,31,22,9,17,28,20,15
"gene_id ""PDENDC454_07475""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_07475""; ",522,591,660,252,337,320,274,232,304,156,177,370
"gene_id ""PDENDC454_07480""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_07480""; ",1224,1498,1725,714,735,890,528,793,910,573,670,886
"gene_id ""PDENDC454_07485""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_07485""; ",204,286,230,124,231,212,113,110,168,114,123,125
"gene_id ""PDENDC454_07490""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_07490""; ",2041,2359,1770,1310,2023,1443,2095,1938,2266,2036,1694,2341
"gene_id ""PDENDC454_07495""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_07495""; ",85,30,55,32,92,61,27,35,29,34,14,29
"gene_id ""PDENDC454_07500""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_07500""; ",408,387,443,214,442,305,271,228,278,254,221,245
"gene_id ""PDENDC454_07505""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_07505""; ",252,237,249,160,361,250,215,118,355,190,157,152
"gene_id ""PDENDC454_07510""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_07510""; ",171,105,153,99,180,132,104,70,226,138,117,111
"gene_id ""PDENDC454_07515""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_07515""; ",1653,2222,1795,1279,2018,1741,1240,1476,1767,1354,1428,1496
"gene_id ""PDENDC454_06675""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_06675""; partial ""true""; ",194,182,203,283,440,288,240,236,415,597,727,639
"gene_id ""PDENDC454_06680""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_06680""; ",480,575,681,888,1468,1238,759,1024,1151,1849,3031,2028
"gene_id ""PDENDC454_06685""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_06685""; ",29,30,38,73,131,83,41,9,39,38,42,59
"gene_id ""PDENDC454_06690""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_06690""; ",3,5,19,7,17,9,46,27,27,19,19,43
"gene_id ""PDENDC454_06695""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_06695""; ",3,0,3,7,23,10,26,23,34,24,16,14
"gene_id ""PDENDC454_06700""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_06700""; ",7,19,14,33,71,62,104,71,105,116,79,103
"gene_id ""PDENDC454_06705""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_06705""; ",7,20,20,13,26,37,102,47,63,80,57,57
"gene_id ""PDENDC454_06710""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_06710""; ",75,56,50,45,124,34,122,115,192,86,99,91
"gene_id ""PDENDC454_06715""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_06715""; ",741,739,594,413,860,479,549,575,648,597,414,388
"gene_id ""PDENDC454_06720""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_06720""; ",294,262,412,154,388,240,221,335,466,295,308,287
"gene_id ""PDENDC454_06725""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_06725""; ",434,327,559,209,453,304,324,451,430,250,411,364
"gene_id ""PDENDC454_06730""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_06730""; ",735,674,526,351,589,370,349,450,490,287,242,374
"gene_id ""PDENDC454_06735""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_06735""; ",897,865,1065,483,870,496,982,843,1127,698,551,769
"gene_id ""PDENDC454_06740""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_06740""; ",199,238,213,143,252,191,121,191,214,134,156,157
"gene_id ""PDENDC454_06745""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_06745""; ",181,161,169,87,163,112,98,142,197,46,96,113
"gene_id ""PDENDC454_06760""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_06760""; ",27,13,31,16,35,23,193,129,278,48,42,49
"gene_id ""PDENDC454_06765""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_06765""; ",115,156,95,87,152,72,105,127,60,70,121,124
"gene_id ""PDENDC454_06770""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_06770""; ",32,65,80,44,71,60,46,45,51,28,42,71
"gene_id ""PDENDC454_06775""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_06775""; ",91,131,111,63,107,115,127,89,104,59,65,78
"gene_id ""PDENDC454_06780""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_06780""; ",79,43,71,35,70,53,63,64,116,67,68,63
"gene_id ""PDENDC454_06785""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_06785""; ",29,58,59,30,27,36,70,54,95,79,57,42
"gene_id ""PDENDC454_06790""; transcript_id """"; gbkey ""Gene""; gene ""murC""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_06790""; ",332,397,248,245,419,250,329,319,274,275,241,284
"gene_id ""PDENDC454_06795""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_06795""; ",23,14,16,3,30,17,1,24,11,18,27,29
"gene_id ""PDENDC454_06800""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_06800""; ",454,490,532,287,574,418,471,512,611,415,547,528
"gene_id ""PDENDC454_06805""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_06805""; ",370,392,448,188,411,261,449,526,497,374,497,419
"gene_id ""PDENDC454_06810""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_06810""; ",786,523,523,285,665,319,419,538,1021,758,504,454
"gene_id ""PDENDC454_06815""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_06815""; ",101,45,75,34,53,34,2376,4049,2446,1954,3792,4274
"gene_id ""PDENDC454_06820""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_06820""; ",180,110,161,54,107,51,7567,10344,8564,5712,9950,10420
"gene_id ""PDENDC454_06825""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_06825""; ",235,66,296,86,132,102,10751,14510,12399,9108,14249,14978
"gene_id ""PDENDC454_06830""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_06830""; ",278,114,300,87,120,71,10047,15162,11842,8022,14452,14331
"gene_id ""PDENDC454_06835""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_06835""; ",102,97,112,45,144,82,106,149,221,129,127,113
"gene_id ""PDENDC454_06840""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_06840""; ",148,249,130,109,274,179,151,176,207,137,112,158
"gene_id ""PDENDC454_06845""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_06845""; ",52,47,24,30,83,15,33,28,30,16,34,33
"gene_id ""PDENDC454_06850""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_06850""; ",6,20,4,10,9,10,10,9,27,19,12,7
"gene_id ""PDENDC454_06855""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_06855""; ",4,21,27,12,41,11,45,16,28,21,14,57
"gene_id ""PDENDC454_06860""; transcript_id """"; gbkey ""Gene""; gene ""murG""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_06860""; ",123,85,118,76,143,108,62,124,107,84,67,117
"gene_id ""PDENDC454_06865""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_06865""; ",175,162,170,103,198,172,145,229,230,158,76,161
"gene_id ""PDENDC454_06870""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_06870""; ",199,216,151,158,231,165,205,203,225,194,181,200
"gene_id ""PDENDC454_06875""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_06875""; ",169,152,164,117,165,135,120,179,177,116,113,219
"gene_id ""PDENDC454_06880""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_06880""; ",293,314,292,223,468,258,178,292,279,273,205,271
"gene_id ""PDENDC454_06885""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_06885""; ",65,34,70,18,57,25,95,60,33,65,28,91
"gene_id ""PDENDC454_06890""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_06890""; ",29,43,22,54,51,36,55,43,20,41,18,75
